,index,Sold Date,Property Type,Zipcode,Price,Beds,Baths,SQFT,Lot Size,Year Built,Price per SQFT,HOA,Latitude,Longitude,Mobile/Manufactured Home,Multi-Family (2-4 Unit),Multi-Family (5+ Unit),Single Family Residential,Townhouse
3703,4402,2019-05-28,Single Family Residential,95129,2620000.0,5.0,3.0,2261.0,7189.0,1965.0,1158.779301194162,0.0,37.3036481,-122.0067107,0,0,0,1,0
3704,4404,2020-12-18,Single Family Residential,95129,1775000.0,3.0,2.0,1336.0,7022.0,1961.0,1328.5928143712574,0.0,37.3083119,-121.9921637,0,0,0,1,0
3705,4405,2020-07-21,Townhouse,95129,915855.0,2.0,1.5,1230.0,416.0,1973.0,744.5975609756098,370.0,37.3176025,-121.9852915,0,0,0,0,1
3706,4408,2019-11-12,Single Family Residential,95014,2549000.0,5.0,3.0,3078.0,5952.0,1990.0,828.1351526965562,59.0,37.3115627,-121.9976496,0,0,0,1,0
3707,4409,2021-02-19,Single Family Residential,95129,2030000.0,4.0,2.0,1651.0,6000.0,1961.0,1229.5578437310721,0.0,37.3132156,-121.9898537,0,0,0,1,0
3708,4410,2021-02-22,Single Family Residential,95129,2100000.0,4.0,2.5,1814.0,7125.0,1963.0,1157.6626240352812,0.0,37.3027999,-121.9902535,0,0,0,1,0
3709,4411,2020-01-03,Single Family Residential,95129,1525000.0,3.0,2.0,1226.0,7035.0,1955.0,1243.8825448613377,0.0,37.3110595,-121.97817,0,0,0,1,0
3710,4412,2019-10-18,Single Family Residential,95129,1560000.0,4.0,3.0,1880.0,6015.0,1963.0,829.7872340425532,0.0,37.3057271,-121.989143,0,0,0,1,0
3711,4414,2020-10-27,Condo/Co-op,95129,838000.0,2.0,2.0,1350.0,0.0,1982.0,620.7407407407408,566.0,37.3219805,-121.9860111,0,0,0,0,0
3712,4415,2020-11-03,Condo/Co-op,95129,810000.0,2.0,2.0,1383.0,0.0,1982.0,585.6832971800434,570.0,37.3219805,-121.9860111,0,0,0,0,0
3713,4416,2020-01-13,Condo/Co-op,95129,795000.0,2.0,2.0,1070.0,1048.0,1982.0,742.9906542056075,534.0,37.322745,-121.985207,0,0,0,0,0
3714,4417,2020-11-30,Condo/Co-op,95129,835000.0,2.0,2.0,1350.0,0.0,1982.0,618.5185185185185,566.0,37.3216877,-121.9856113,0,0,0,0,0
3715,4418,2021-01-13,Single Family Residential,95014,1768000.0,4.0,2.0,1078.0,5369.0,1952.0,1640.0742115027829,0.0,37.3197654,-122.0021581,0,0,0,1,0
3716,4419,2021-03-08,Single Family Residential,95014,3000000.0,4.0,3.0,2025.0,5940.0,2021.0,1481.4814814814815,0.0,37.3201993,-122.001092,0,0,0,1,0
3717,4420,2019-10-10,Single Family Residential,95129,1638000.0,3.0,2.0,1531.0,9763.0,1957.0,1069.888961463096,0.0,37.3039245,-121.9930077,0,0,0,1,0
3718,4422,2020-03-09,Condo/Co-op,95116,560000.0,2.0,2.0,1313.0,0.0,1984.0,426.5041888804265,552.0,37.357143,-121.854171,0,0,0,0,0
3719,4423,2019-07-29,Condo/Co-op,95134,855000.0,2.0,2.5,1130.0,740.0,1993.0,756.637168141593,300.0,37.4146698,-121.9601478,0,0,0,0,0
3720,4424,2020-10-08,Single Family Residential,95128,875000.0,3.0,2.0,1163.0,6485.0,1950.0,752.3645743766122,0.0,37.3190401,-121.9241333,0,0,0,1,0
3721,4425,2019-09-05,Townhouse,95126,750000.0,2.0,2.0,1150.0,0.0,1977.0,652.1739130434783,360.0,37.3033497,-121.9202709,0,0,0,0,1
3722,4426,2020-07-14,Single Family Residential,95128,1470000.0,4.0,3.0,1860.0,7334.0,1952.0,790.3225806451613,0.0,37.3273748,-121.9219108,0,0,0,1,0
3723,4427,2020-04-20,Townhouse,95126,1080000.0,3.0,2.5,1616.0,1339.0,2008.0,668.3168316831683,343.0,37.3242841,-121.9176547,0,0,0,0,1
3724,4428,2020-05-28,Condo/Co-op,95128,815000.0,3.0,2.0,1262.0,0.0,2009.0,645.8003169572107,415.0,37.311049,-121.9163529,0,0,0,0,0
3725,4430,2020-09-01,Condo/Co-op,95126,870000.0,3.0,2.5,1470.0,1698.0,1977.0,591.8367346938776,330.0,37.3058434,-121.9169884,0,0,0,0,0
3726,4431,2020-09-22,Single Family Residential,95126,1015000.0,2.0,1.0,950.0,5220.0,1928.0,1068.421052631579,0.0,37.331561,-121.9163878,0,0,0,1,0
3727,4433,2020-03-20,Townhouse,95126,860000.0,2.0,2.5,1127.0,1535.0,2008.0,763.0878438331855,225.0,37.3138346,-121.9128983,0,0,0,0,1
3728,4434,2021-02-23,Condo/Co-op,95126,755000.0,2.0,2.0,1108.0,0.0,2004.0,681.4079422382672,449.0,37.319925,-121.9114869,0,0,0,0,0
3729,4435,2021-03-01,Townhouse,95126,915000.0,3.0,2.5,1508.0,1339.0,1972.0,606.7639257294429,409.0,37.3118463,-121.90986,0,0,0,0,1
3730,4436,2021-03-11,Single Family Residential,95128,1010000.0,3.0,1.0,1156.0,6007.0,1952.0,873.7024221453287,0.0,37.3112237,-121.9219997,0,0,0,1,0
3731,4437,2019-06-25,Condo/Co-op,95126,759000.0,1.0,1.5,1088.0,893.0,2006.0,697.6102941176471,355.0,37.332135,-121.9082247,0,0,0,0,0
3732,4438,2020-03-02,Condo/Co-op,95126,815000.0,1.0,1.5,1068.0,0.0,2006.0,763.1086142322098,355.0,37.332135,-121.9082247,0,0,0,0,0
3733,4440,2020-01-22,Single Family Residential,95008,1340000.0,4.0,3.0,1725.0,13485.0,1955.0,776.8115942028985,0.0,37.3014088,-121.941156,0,0,0,1,0
3734,4441,2021-03-03,Single Family Residential,95008,1360000.0,3.0,1.5,1879.0,14628.0,1955.0,723.7892496008515,0.0,37.2990284,-121.9411338,0,0,0,1,0
3735,4442,2020-11-12,Condo/Co-op,95135,435500.0,2.0,2.0,1240.0,0.0,1971.0,351.2096774193548,816.0,37.298076,-121.757425,0,0,0,0,0
3736,4443,2021-03-11,Townhouse,95121,880000.0,3.0,2.0,1216.0,766.0,1988.0,723.6842105263158,285.0,37.3001033,-121.77719,0,0,0,0,1
3737,4444,2020-11-03,Single Family Residential,95125,1200000.0,3.0,3.0,1832.0,7274.0,1964.0,655.0218340611353,0.0,37.3006615,-121.8888574,0,0,0,1,0
3738,4445,2020-03-20,Single Family Residential,95125,2335000.0,4.0,3.0,2743.0,6762.0,1998.0,851.2577469923441,0.0,37.3003677,-121.887768,0,0,0,1,0
3739,4446,2019-08-08,Townhouse,95125,800000.0,2.0,1.5,1008.0,1373.0,1971.0,793.6507936507936,380.0,37.300702,-121.897893,0,0,0,0,1
3740,4447,2020-05-20,Condo/Co-op,95116,390000.0,1.0,1.0,720.0,0.0,2006.0,541.6666666666666,461.0,37.3610855,-121.8457248,0,0,0,0,0
3741,4448,2019-06-14,Single Family Residential,95116,625000.0,3.0,2.0,1054.0,2640.0,1986.0,592.9791271347249,150.0,37.363283,-121.84445,0,0,0,1,0
3742,4449,2020-01-22,Townhouse,95116,585000.0,2.0,2.0,1091.0,656.0,2003.0,536.2053162236481,221.0,37.3624139,-121.8435681,0,0,0,0,1
3743,4450,2019-10-24,Condo/Co-op,95127,425500.0,2.0,1.0,828.0,824.0,1977.0,513.8888888888889,330.0,37.3684518,-121.8438581,0,0,0,0,0
3744,4451,2019-08-19,Single Family Residential,95116,770000.0,3.0,2.5,1388.0,2270.0,1987.0,554.7550432276657,225.0,37.349781,-121.851756,0,0,0,1,0
3745,4456,2020-06-02,Condo/Co-op,95116,450000.0,1.0,1.0,633.0,0.0,1984.0,710.9004739336493,309.0,37.3528779,-121.872991,0,0,0,0,0
3746,4457,2021-01-26,Townhouse,95116,795000.0,3.0,3.0,1489.0,1424.0,2014.0,533.9153794492948,240.0,37.3391797,-121.8627144,0,0,0,0,1
3747,4458,2020-12-31,Single Family Residential,95112,800000.0,3.0,1.0,1150.0,3440.0,1926.0,695.6521739130435,0.0,37.3466463,-121.877363,0,0,0,1,0
3748,4460,2020-12-23,Single Family Residential,95112,915000.0,3.0,2.0,1439.0,4261.0,1920.0,635.8582348853371,0.0,37.3425276,-121.8840775,0,0,0,1,0
3749,4461,2020-11-30,Single Family Residential,95112,1030000.0,2.0,2.0,960.0,4692.0,1912.0,1072.9166666666667,0.0,37.3308524,-121.8701146,0,0,0,1,0
3750,4462,2020-11-27,Condo/Co-op,95112,520000.0,1.0,1.0,1062.0,0.0,1997.0,489.6421845574388,407.0,37.3271391,-121.8691333,0,0,0,0,0
3751,4463,2020-11-30,Condo/Co-op,95116,539000.0,2.0,2.0,849.0,1120.0,1984.0,634.8645465253239,312.0,37.351886,-121.872063,0,0,0,0,0
3752,4464,2021-01-13,Condo/Co-op,95116,725000.0,2.0,2.5,1202.0,0.0,1998.0,603.161397670549,246.0,37.3459536,-121.867891,0,0,0,0,0
3753,4466,2021-01-25,Single Family Residential,95112,853000.0,2.0,2.0,1100.0,5769.0,1901.0,775.4545454545455,0.0,37.3480036,-121.885367,0,0,0,1,0
3754,4467,2020-09-30,Single Family Residential,95116,885000.0,4.0,2.0,2027.0,5720.0,1954.0,436.60582141095216,0.0,37.3372231,-121.8607753,0,0,0,1,0
3755,4468,2020-08-27,Single Family Residential,95112,850000.0,3.0,1.0,1035.0,5139.0,1951.0,821.256038647343,0.0,37.3540836,-121.8810094,0,0,0,1,0
3756,4469,2020-07-24,Single Family Residential,95112,1137500.0,3.0,2.5,2336.0,8736.0,1940.0,486.94349315068496,0.0,37.3512339,-121.8744726,0,0,0,1,0
3757,4470,2021-01-18,Single Family Residential,95116,1060000.0,4.0,2.5,1816.0,3185.0,2006.0,583.7004405286343,120.0,37.3365836,-121.8642887,0,0,0,1,0
3758,4471,2020-06-12,Single Family Residential,95116,1025000.0,4.0,2.0,2392.0,10279.0,1946.0,428.5117056856187,0.0,37.3542468,-121.8589074,0,0,0,1,0
3759,4472,2020-09-14,Condo/Co-op,95112,570000.0,1.0,1.0,894.0,0.0,2006.0,637.5838926174497,350.0,37.3264464,-121.879397,0,0,0,0,0
3760,4473,2020-04-02,Condo/Co-op,95112,1050000.0,2.0,2.5,2148.0,0.0,1997.0,488.8268156424581,677.0,37.3348627,-121.885768,0,0,0,0,0
3761,4475,2020-10-02,Single Family Residential,95112,815000.0,2.0,1.0,916.0,4600.0,1921.0,889.7379912663755,0.0,37.3512552,-121.8829214,0,0,0,1,0
3762,4477,2020-08-03,Single Family Residential,95112,1160000.0,2.0,1.5,1691.0,6400.0,1905.0,685.9846244825548,0.0,37.3393875,-121.8776299,0,0,0,1,0
3763,4478,2020-11-17,Condo/Co-op,95112,635000.0,2.0,2.0,1165.0,0.0,1992.0,545.0643776824035,618.0,37.3264779,-121.8687486,0,0,0,0,0
3764,4479,2020-12-29,Single Family Residential,95133,890000.0,3.0,2.0,1545.0,6473.0,1957.0,576.0517799352751,0.0,37.3588857,-121.8621762,0,0,0,1,0
3765,4480,2020-09-01,Single Family Residential,95112,1030000.0,2.0,2.0,1852.0,6386.0,1908.0,556.1555075593952,0.0,37.3377974,-121.8720268,0,0,0,1,0
3766,4482,2020-10-26,Single Family Residential,95112,798000.0,3.0,1.0,1052.0,4339.0,1901.0,758.5551330798479,0.0,37.3311896,-121.8705259,0,0,0,1,0
3767,4483,2020-11-16,Condo/Co-op,95112,817000.0,2.0,2.0,1622.0,0.0,1998.0,503.6991368680641,726.0,37.3353842,-121.8859126,0,0,0,0,0
3768,4485,2020-06-19,Single Family Residential,95116,725000.0,2.0,1.0,732.0,5040.0,1938.0,990.4371584699453,0.0,37.349757,-121.8674907,0,0,0,1,0
3769,4486,2020-12-03,Condo/Co-op,95112,680000.0,2.0,2.0,1218.0,0.0,2006.0,558.2922824302135,391.0,37.3267142,-121.8797183,0,0,0,0,0
3770,4487,2020-12-28,Single Family Residential,95112,1200000.0,4.0,3.0,2300.0,6347.0,1903.0,521.7391304347826,0.0,37.340315,-121.8789861,0,0,0,1,0
3771,4488,2021-03-02,Single Family Residential,95112,875000.0,5.0,3.0,1880.0,4658.0,1901.0,465.4255319148936,0.0,37.3391887,-121.8816763,0,0,0,1,0
3772,4489,2021-03-11,Condo/Co-op,95112,606000.0,2.0,2.0,1231.0,0.0,1992.0,492.28269699431354,588.0,37.3270501,-121.8683135,0,0,0,0,0
3773,4490,2019-04-30,Single Family Residential,95112,652000.0,1.0,1.5,660.0,5687.0,1904.0,987.8787878787879,0.0,37.3530084,-121.880209,0,0,0,1,0
3774,4491,2020-11-11,Townhouse,95133,950000.0,3.0,2.5,1720.0,999.0,2019.0,552.3255813953489,0.0,37.3615,-121.8592,0,0,0,0,1
3775,4492,2020-10-09,Single Family Residential,95112,870000.0,2.0,1.0,1110.0,4426.0,1918.0,783.7837837837837,0.0,37.3348146,-121.875581,0,0,0,1,0
3776,4493,2019-08-20,Mobile/Manufactured Home,95134,180000.0,4.0,2.0,1440.0,0.0,1974.0,125.0,0.0,37.4161472,-121.940789,1,0,0,0,0
3777,4494,2021-01-12,Mobile/Manufactured Home,95134,260000.0,3.0,2.0,1482.0,0.0,2007.0,175.43859649122808,0.0,37.4165834,-121.9461373,1,0,0,0,0
3778,4495,2019-09-24,Mobile/Manufactured Home,95134,165000.0,3.0,2.0,1200.0,0.0,1974.0,137.5,0.0,37.4131444,-121.9428575,1,0,0,0,0
3779,4496,2020-08-14,Mobile/Manufactured Home,95134,307000.0,3.0,2.0,1512.0,0.0,2017.0,203.04232804232805,0.0,37.4145525,-121.9420004,1,0,0,0,0
3780,4497,2020-07-13,Townhouse,95035,1183000.0,3.0,2.5,1978.0,2364.0,2014.0,598.0788675429727,240.0,37.4166834,-121.9266167,0,0,0,0,1
3781,4498,2020-12-03,Townhouse,95035,945000.0,3.0,3.0,1450.0,544.0,2007.0,651.7241379310345,325.0,37.4058909,-121.9018168,0,0,0,0,1
3782,4499,2021-02-11,Townhouse,95035,985000.0,3.0,3.0,1646.0,524.0,2009.0,598.4204131227217,325.0,37.405931,-121.900978,0,0,0,0,1
3783,4500,2021-02-10,Townhouse,95035,1080000.0,3.0,3.0,1512.0,481.0,2014.0,714.2857142857143,254.0,37.4049436,-121.9001137,0,0,0,0,1
3784,4501,2019-12-09,Townhouse,95035,935000.0,3.0,3.0,1622.0,1005.0,2014.0,576.4488286066585,239.0,37.4044841,-121.89941,0,0,0,0,1
3785,4503,2020-06-26,Townhouse,95134,830000.0,2.0,2.5,1130.0,746.0,1993.0,734.5132743362832,356.0,37.4147345,-121.9577316,0,0,0,0,1
3786,4505,2019-06-14,Mobile/Manufactured Home,95134,245000.0,3.0,2.0,1456.0,0.0,1974.0,168.26923076923077,0.0,37.4167307,-121.9587714,1,0,0,0,0
3787,4506,2021-02-16,Mobile/Manufactured Home,95134,185000.0,3.0,2.0,1176.0,0.0,1997.0,157.31292517006804,0.0,37.416916,-121.962559,1,0,0,0,0
3788,4507,2020-08-31,Mobile/Manufactured Home,95134,230000.0,3.0,2.0,1160.0,0.0,1998.0,198.27586206896552,0.0,37.4173834,-121.9618067,1,0,0,0,0
3789,4508,2020-07-02,Mobile/Manufactured Home,95002,300000.0,3.0,2.0,1286.0,2400.0,2000.0,233.28149300155522,0.0,37.42048203677025,-121.9735723079315,1,0,0,0,0
3790,4509,2020-02-28,Mobile/Manufactured Home,95134,225000.0,3.0,2.0,1433.0,0.0,1983.0,157.013258897418,0.0,37.4167102,-121.9599336,1,0,0,0,0
3791,4510,2020-12-14,Condo/Co-op,95134,728000.0,2.0,2.0,850.0,0.0,1993.0,856.4705882352941,354.0,37.4155084,-121.956776,0,0,0,0,0
3792,4511,2019-08-07,Mobile/Manufactured Home,95134,107000.0,4.0,2.0,1344.0,0.0,1973.0,79.61309523809524,0.0,37.4168075,-121.962493,1,0,0,0,0
3793,4512,2019-11-12,Condo/Co-op,95134,900000.0,3.0,2.5,1139.0,631.0,1993.0,790.1668129938543,317.0,37.4154617,-121.957451,0,0,0,0,0
3794,4513,2021-03-26,Single Family Residential,95134,1705000.0,3.0,2.5,1828.0,3240.0,1996.0,932.7133479212254,0.0,37.4137543,-121.9592424,0,0,0,1,0
3795,4515,2021-03-04,Single Family Residential,95134,1588000.0,3.0,2.5,1828.0,3672.0,1996.0,868.7089715536105,0.0,37.4140448,-121.9610198,0,0,0,1,0
3796,4516,2019-05-08,Single Family Residential,95116,725000.0,3.0,2.0,1306.0,3434.0,1982.0,555.1301684532925,0.0,37.3568972,-121.8515687,0,0,0,1,0
3797,4517,2019-12-02,Mobile/Manufactured Home,95125,132500.0,1.0,1.0,560.0,0.0,1981.0,236.60714285714286,0.0,37.2989414,-121.876725,1,0,0,0,0
3798,4520,2020-06-26,Single Family Residential,95148,1400000.0,5.0,3.5,2756.0,4356.0,2000.0,507.98258345428155,0.0,37.3379903,-121.7862778,0,0,0,1,0
3799,4521,2020-09-29,Single Family Residential,95148,960000.0,4.0,2.5,1774.0,6000.0,1981.0,541.1499436302142,0.0,37.3420203,-121.8026764,0,0,0,1,0
3800,4522,2020-09-28,Single Family Residential,95148,1270000.0,4.0,2.5,2053.0,5343.0,2012.0,618.6069167072577,76.0,37.3414903,-121.8043228,0,0,0,1,0
3801,4523,2020-10-22,Single Family Residential,95148,1168000.0,4.0,2.5,2113.0,7702.0,1989.0,552.7685754850922,0.0,37.332891,-121.807927,0,0,0,1,0
3802,4524,2020-10-16,Single Family Residential,95121,1078000.0,4.0,2.0,1716.0,8231.0,1969.0,628.2051282051282,0.0,37.3079204,-121.789215,0,0,0,1,0
3803,4525,2020-12-04,Single Family Residential,95148,1045000.0,4.0,2.0,1722.0,6233.0,1969.0,606.8524970963996,0.0,37.3353102,-121.7897713,0,0,0,1,0
3804,4526,2021-01-15,Single Family Residential,95148,1189009.0,4.0,3.0,2098.0,6631.0,1968.0,566.7345090562441,0.0,37.3362014,-121.794088,0,0,0,1,0
3805,4527,2020-11-24,Single Family Residential,95148,1350000.0,3.0,3.0,1966.0,10342.0,1984.0,686.6734486266531,0.0,37.3366371,-121.7847646,0,0,0,1,0
3806,4528,2020-12-22,Single Family Residential,95148,935000.0,4.0,2.0,1398.0,6060.0,1971.0,668.8125894134478,0.0,37.33308,-121.7896823,0,0,0,1,0
3807,4529,2020-06-19,Mobile/Manufactured Home,95121,162000.0,2.0,2.0,1140.0,0.0,1977.0,142.10526315789474,0.0,37.3146735,-121.8089814,1,0,0,0,0
3808,4530,2019-12-19,Single Family Residential,95148,920000.0,3.0,2.0,1487.0,5963.0,1967.0,618.6953597848017,0.0,37.330225,-121.7931312,0,0,0,1,0
3809,4531,2020-10-29,Mobile/Manufactured Home,95121,288000.0,3.0,2.0,1140.0,0.0,2011.0,252.6315789473684,0.0,37.302728,-121.8132674,1,0,0,0,0
3810,4532,2021-01-15,Single Family Residential,95148,1160000.0,3.0,2.0,1420.0,7158.0,1985.0,816.9014084507043,0.0,37.3200153,-121.7911064,0,0,0,1,0
3811,4533,2019-08-09,Mobile/Manufactured Home,95121,225000.0,3.0,2.0,1440.0,0.0,1977.0,156.25,0.0,37.3159608,-121.8091357,1,0,0,0,0
3812,4535,2019-09-27,Single Family Residential,95148,1080000.0,3.0,2.0,1639.0,6017.0,1976.0,658.9383770591825,0.0,37.3217587,-121.7940212,0,0,0,1,0
3813,4536,2019-10-08,Single Family Residential,95121,695000.0,3.0,1.5,910.0,5753.0,1971.0,763.7362637362637,0.0,37.3085602,-121.8090394,0,0,0,1,0
3814,4537,2019-06-25,Single Family Residential,95148,998000.0,3.0,2.0,1673.0,6906.0,1979.0,596.5331739390317,0.0,37.3324494,-121.7877019,0,0,0,1,0
3815,4540,2020-04-14,Single Family Residential,95148,960000.0,4.0,2.0,1451.0,5988.0,1970.0,661.6126809097175,0.0,37.3211064,-121.8028099,0,0,0,1,0
3816,4541,2019-06-28,Single Family Residential,95121,913000.0,3.0,2.0,1170.0,5757.0,1962.0,780.3418803418804,0.0,37.3099657,-121.7913734,0,0,0,1,0
3817,4542,2020-03-26,Single Family Residential,95148,1120000.0,4.0,2.0,1855.0,6061.0,1973.0,603.7735849056604,0.0,37.3309769,-121.7916849,0,0,0,1,0
3818,4543,2021-03-02,Single Family Residential,95121,1056000.0,5.0,3.0,1936.0,6046.0,1974.0,545.4545454545455,0.0,37.3006614,-121.8110982,0,0,0,1,0
3819,4544,2020-09-21,Single Family Residential,95148,1262000.0,4.0,2.5,2324.0,5204.0,1992.0,543.0292598967297,0.0,37.3254977,-121.8041003,0,0,0,1,0
3820,4545,2020-04-07,Single Family Residential,95148,920000.0,3.0,2.0,1528.0,6448.0,1968.0,602.0942408376964,0.0,37.3203158,-121.7962685,0,0,0,1,0
3821,4546,2019-08-12,Single Family Residential,95148,835000.0,4.0,2.0,1451.0,7847.0,1970.0,575.4651964162647,0.0,37.3247546,-121.8035663,0,0,0,1,0
3822,4547,2020-01-13,Townhouse,95121,655000.0,3.0,2.5,1360.0,1308.0,1979.0,481.61764705882354,260.0,37.305133,-121.809627,0,0,0,0,1
3823,4548,2021-02-11,Townhouse,95126,910000.0,3.0,1.5,1344.0,1716.0,1973.0,677.0833333333334,473.0,37.3028701,-121.9185623,0,0,0,0,1
3824,4549,2020-12-21,Condo/Co-op,95125,654000.0,1.0,1.5,1069.0,763.0,1981.0,611.7867165575304,449.0,37.2990937,-121.9239508,0,0,0,0,0
3825,4550,2020-07-24,Condo/Co-op,95128,842000.0,3.0,2.0,1393.0,0.0,2003.0,604.4508255563532,445.0,37.301273,-121.92926,0,0,0,0,0
3826,4551,2020-11-12,Single Family Residential,95128,1200000.0,3.0,1.0,1192.0,10491.0,1952.0,1006.7114093959732,0.0,37.315074,-121.920444,0,0,0,1,0
3827,4552,2021-02-25,Townhouse,95125,613000.0,1.0,1.5,970.0,766.0,1981.0,631.9587628865979,449.0,37.2983764,-121.9230168,0,0,0,0,1
3828,4553,2021-02-26,Condo/Co-op,95125,654000.0,1.0,1.5,970.0,0.0,1981.0,674.2268041237113,458.0,37.298393,-121.923614,0,0,0,0,0
3829,4555,2019-09-18,Single Family Residential,95128,1115000.0,5.0,3.0,2217.0,6400.0,1951.0,502.9318899413622,0.0,37.311644,-121.9277336,0,0,0,1,0
3830,4558,2019-07-22,Single Family Residential,95128,1120000.0,3.0,2.0,1716.0,7102.0,1953.0,652.6806526806527,0.0,37.3079475,-121.9297782,0,0,0,1,0
3831,4561,2020-09-04,Single Family Residential,95128,1450000.0,3.0,2.0,1598.0,6319.0,1956.0,907.3842302878599,0.0,37.3052496,-121.947511,0,0,0,1,0
3832,4562,2020-02-18,Single Family Residential,95128,1525000.0,3.0,2.5,1950.0,6829.0,1960.0,782.0512820512821,0.0,37.3059847,-121.9416893,0,0,0,1,0
3833,4563,2019-12-06,Single Family Residential,95128,1099000.0,3.0,2.0,1422.0,6405.0,1963.0,772.8551336146273,0.0,37.3010206,-121.938445,0,0,0,1,0
3834,4564,2021-01-11,Condo/Co-op,95128,445000.0,1.0,1.0,658.0,861.0,1988.0,676.2917933130699,576.0,37.3111787,-121.9394447,0,0,0,0,0
3835,4565,2021-02-25,Single Family Residential,95128,1800000.0,4.0,2.0,1934.0,7978.0,1961.0,930.7135470527404,0.0,37.3003612,-121.9375117,0,0,0,1,0
3836,4566,2019-09-10,Townhouse,95128,920000.0,3.0,2.5,1606.0,3774.0,1980.0,572.851805728518,391.0,37.3057179,-121.9398492,0,0,0,0,1
3837,4567,2019-10-08,Single Family Residential,95128,1250000.0,3.0,2.0,1358.0,6043.0,1956.0,920.4712812960236,0.0,37.3055127,-121.947511,0,0,0,1,0
3838,4568,2020-10-29,Condo/Co-op,95128,430000.0,1.0,1.0,658.0,0.0,1988.0,653.4954407294833,576.0,37.313458,-121.938946,0,0,0,0,0
3839,4569,2019-05-10,Single Family Residential,95128,1272000.0,3.0,3.0,2012.0,6508.0,1961.0,632.2067594433399,0.0,37.3008529,-121.9360006,0,0,0,1,0
3840,4570,2019-12-18,Single Family Residential,95128,1185000.0,3.0,2.0,1463.0,5812.0,1956.0,809.9794941900205,0.0,37.3047809,-121.9464445,0,0,0,1,0
3841,4571,2019-05-03,Single Family Residential,95128,1263000.0,5.0,3.0,2102.0,7371.0,1962.0,600.8563273073264,0.0,37.3021739,-121.9411115,0,0,0,1,0
3842,4572,2019-08-29,Single Family Residential,95128,1045000.0,3.0,2.0,1162.0,6726.0,1963.0,899.3115318416524,0.0,37.3002821,-121.9384005,0,0,0,1,0
3843,4573,2019-07-17,Single Family Residential,95128,1299000.0,4.0,2.0,1856.0,6651.0,1958.0,699.8922413793103,0.0,37.3060162,-121.9467111,0,0,0,1,0
3844,4574,2019-08-06,Condo/Co-op,95128,499000.0,1.0,1.0,658.0,862.0,1988.0,758.3586626139818,493.0,37.311149,-121.939549,0,0,0,0,0
3845,4575,2019-11-22,Single Family Residential,95128,1292000.0,3.0,2.0,1480.0,6582.0,1958.0,872.972972972973,0.0,37.3059637,-121.947511,0,0,0,1,0
3846,4576,2020-07-07,Single Family Residential,95128,1440000.0,5.0,2.75,2102.0,7000.0,1962.0,685.0618458610846,0.0,37.3031037,-121.9416448,0,0,0,1,0
3847,4577,2020-11-30,Single Family Residential,95008,1579500.0,4.0,2.0,1785.0,10709.0,1952.0,884.8739495798319,0.0,37.2981319,-121.9421781,0,0,0,1,0
3848,4578,2020-02-19,Single Family Residential,95128,1685000.0,4.0,2.5,1906.0,6000.0,2019.0,884.0503672612801,125.0,37.3158334,-121.9441267,0,0,0,1,0
3849,4580,2019-12-12,Condo/Co-op,95128,590000.0,1.0,1.0,692.0,1190.0,2005.0,852.6011560693642,295.0,37.312686,-121.9504662,0,0,0,0,0
3850,4581,2019-07-26,Condo/Co-op,95128,819000.0,2.0,2.0,986.0,1205.0,2005.0,830.6288032454361,295.0,37.312686,-121.9504662,0,0,0,0,0
3851,4582,2019-10-17,Condo/Co-op,95128,580000.0,1.0,1.0,692.0,1372.0,2005.0,838.150289017341,290.0,37.312686,-121.9504662,0,0,0,0,0
3852,4583,2019-05-16,Condo/Co-op,95128,837000.0,2.0,2.0,986.0,1206.0,2005.0,848.8843813387424,278.0,37.312686,-121.9504662,0,0,0,0,0
3853,4586,2020-10-22,Single Family Residential,95126,1650000.0,3.0,3.0,2541.0,5102.0,1912.0,649.3506493506494,0.0,37.3279665,-121.9143097,0,0,0,1,0
3854,4587,2019-07-11,Single Family Residential,95126,1515000.0,3.0,2.5,2273.0,7293.0,2000.0,666.5200175978882,0.0,37.3337998,-121.9246667,0,0,0,1,0
3855,4588,2021-01-14,Single Family Residential,95128,1100000.0,3.0,1.0,1173.0,5783.0,1947.0,937.766410912191,0.0,37.3205026,-121.9377783,0,0,0,1,0
3856,4589,2020-11-16,Single Family Residential,95126,1520000.0,4.0,3.0,2032.0,7721.0,2014.0,748.0314960629921,0.0,37.341348,-121.9266677,0,0,0,1,0
3857,4590,2019-08-01,Single Family Residential,95126,1320000.0,2.0,1.5,1516.0,7390.0,1936.0,870.7124010554089,0.0,37.3340212,-121.9255557,0,0,0,1,0
3858,4591,2020-09-30,Single Family Residential,95128,822500.0,2.0,1.0,1038.0,5070.0,1941.0,792.3892100192678,0.0,37.3209897,-121.9331561,0,0,0,1,0
3859,4592,2019-05-29,Single Family Residential,95126,1425000.0,3.0,2.0,1740.0,6767.0,1919.0,818.9655172413793,0.0,37.3360724,-121.9223553,0,0,0,1,0
3860,4593,2020-11-09,Single Family Residential,95128,1310000.0,3.0,2.0,1583.0,6947.0,1955.0,827.5426405559065,0.0,37.3311331,-121.9366672,0,0,0,1,0
3861,4595,2020-12-07,Single Family Residential,95128,890000.0,3.0,1.0,987.0,6022.0,1949.0,901.7223910840933,0.0,37.320503,-121.921922,0,0,0,1,0
