SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-30-2020,Single Family Residential,2707 Sherlock Dr,SAN JOSE,CA,95121,900000,4,2.0,SAN JOSE,1481,6087,1967,298,608,,Sold,,,http://www.redfin.com/CA/San-Jose/2707-Sherlock-Dr-95121/home/1490166,MLSListings,ML81792597,N,Y,37.3068688,-121.8343098
PAST SALE,November-6-2020,Single Family Residential,673 Jennings Dr,SAN JOSE,CA,95111,810000,6,3.0,SAN JOSE,1672,5000,1959,169,484,,Sold,,,http://www.redfin.com/CA/San-Jose/673-Jennings-Dr-95111/home/1538066,MLSListings,ML81810400,N,Y,37.2916046,-121.8279927
PAST SALE,June-29-2020,Mobile/Manufactured Home,270 Umbarger Rd #126,SAN JOSE,CA,95111,220708,3,2.0,SAN JOSE,1200,,2003,299,184,,Sold,,,http://www.redfin.com/CA/San-Jose/270-Umbarger-Rd-95111/unit-126/home/1850516,MLSListings,ML81793598,N,Y,37.2980429,-121.847143
PAST SALE,May-21-2019,Mobile/Manufactured Home,411 Lewis Rd #347,SAN JOSE,CA,95111,163800,2,2.0,SAN JOSE,800,,1979,704,205,,Sold,,,http://www.redfin.com/CA/San-Jose/411-Lewis-Rd-95111/unit-347/home/40397400,MLSListings,ML81733755,N,Y,37.2957573,-121.8408934
PAST SALE,September-25-2020,Mobile/Manufactured Home,2600 Senter Rd #209,SAN JOSE,CA,95111,295000,3,2.0,SAN JOSE,1120,,1999,211,263,,Sold,,,http://www.redfin.com/CA/San-Jose/2600-Senter-Rd-95111/unit-209/home/1564854,MLSListings,ML81799037,N,Y,37.3052149,-121.841491
PAST SALE,December-18-2020,Mobile/Manufactured Home,2600 Senter Rd #27,SAN JOSE,CA,95111,280000,3,2.0,SAN JOSE,1096,,1997,127,255,,Sold,,,http://www.redfin.com/CA/San-Jose/2600-Senter-Rd-95111/unit-27/home/1359425,MLSListings,ML81807719,N,Y,37.3052149,-121.841491
PAST SALE,August-18-2020,Single Family Residential,690 Albanese Cir,SAN JOSE,CA,95111,960000,4,2.5,SAN JOSE,1594,6000,1977,249,602,,Sold,,,http://www.redfin.com/CA/San-Jose/690-Albanese-Cir-95111/home/1028721,MLSListings,ML81798262,N,Y,37.3071889,-121.8446744
PAST SALE,,Single Family Residential,682 Albanese Cir,San Jose,CA,95111,875000,4,2.0,,1484,5933,1977,,590,,,,,http://www.redfin.com/CA/San-Jose/682-Albanese-Cir-95111/home/1743755,,,N,Y,37.3074343,-121.8449858
PAST SALE,December-2-2020,Condo/Co-op,3098 Shadow Springs Pl,SAN JOSE,CA,95121,459950,2,1.0,SAN JOSE,866,,1985,143,531,390,Sold,,,http://www.redfin.com/CA/San-Jose/3098-Shadow-Springs-Pl-95121/home/1088085,MLSListings,ML81810373,N,Y,37.3057811,-121.8184344
PAST SALE,November-29-2019,Townhouse,2762 Forino Ln #2,SAN JOSE,CA,95111,750000,2,2.5,SAN JOSE,1303,435,2019,512,576,196,Sold,,,http://www.redfin.com/CA/San-Jose/2762-Forino-Ln-95111/unit-2/home/167133453,MLSListings,ML81758226,N,Y,37.292104,-121.852387
PAST SALE,January-5-2021,Single Family Residential,1145 Angmar Ct,SAN JOSE,CA,95121,1260000,5,3.0,SAN JOSE,2524,8871,1977,109,499,,Sold,,,http://www.redfin.com/CA/San-Jose/1145-Angmar-Ct-95121/home/1677884,MLSListings,ML81818802,N,Y,37.2974221,-121.8193618
PAST SALE,July-1-2019,Mobile/Manufactured Home,411 Lewis Rd #389,SAN JOSE,CA,95111,165000,2,2.0,SAN JOSE,1320,,1970,663,125,,Sold,,,http://www.redfin.com/CA/San-Jose/411-Lewis-Rd-95111/unit-389/home/166815665,MLSListings,ML81753016,N,Y,37.2957573,-121.8408934
PAST SALE,,Single Family Residential,2977 Abigail Ln,San Jose,CA,95121,910000,3,3.0,,1875,3478,2001,,485,,,,,http://www.redfin.com/CA/San-Jose/2977-Abigail-Ln-95121/home/1694823,,,N,Y,37.3087099,-121.8170927
PAST SALE,October-30-2020,Mobile/Manufactured Home,270 Umbarger #105,SAN JOSE,CA,95111,162000,2,2.0,SAN JOSE,840,,1978,176,193,,Sold,,,http://www.redfin.com/CA/San-Jose/270-Umbarger-Rd-95111/unit-105/home/1036055,MLSListings,ML81803564,N,Y,37.2980429,-121.847143
PAST SALE,October-4-2019,Mobile/Manufactured Home,3175 OAKBRIDGE #3175,SAN JOSE,CA,95121,280500,3,2.0,SAN JOSE,1936,,1978,568,145,,Sold,,,http://www.redfin.com/CA/San-Jose/3175-Oakbridge-Dr-95121/unit-3175/home/63741506,MLSListings,ML81748219,N,Y,37.3076954,-121.8161924
PAST SALE,November-26-2019,Mobile/Manufactured Home,411 Lewis Rd #237,SAN JOSE,CA,95111,160000,2,2.0,SAN JOSE,880,,1968,515,182,,Sold,,,http://www.redfin.com/CA/San-Jose/411-Lewis-Rd-95111/unit-237/home/59298245,MLSListings,ML81732074,N,Y,37.2954792,-121.8411092
PAST SALE,September-4-2019,Townhouse,2762 Forino Ln #1,SAN JOSE,CA,95111,815000,3,3.5,SAN JOSE,1452,435,2019,598,561,196,Sold,,,http://www.redfin.com/CA/San-Jose/2762-Forino-Ln-95111/unit-1/home/167055549,MLSListings,ML81758833,N,Y,37.292104,-121.852387
PAST SALE,,Single Family Residential,1076 Kitchener Cir,San Jose,CA,95121,1020000,4,3.0,,1861,6377,1976,,548,,,,,http://www.redfin.com/CA/San-Jose/1076-Kitchener-Cir-95121/home/900815,,,N,Y,37.2928066,-121.8171817
PAST SALE,November-26-2019,Townhouse,73 Montecito Vista Dr #5,San Jose,CA,95111,675000,2,2.5,Central San Jose,1303,435,2017,515,518,195,Sold,,,http://www.redfin.com/CA/San-Jose/73-Montecito-Vista-Dr-95111/unit-5/home/167458140,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40885113,N,Y,37.291369,-121.853006
PAST SALE,,Single Family Residential,2152 Shiangzone Ct,San Jose,CA,95121,1400000,4,4.0,,3337,11453,1998,,420,,,,,http://www.redfin.com/CA/San-Jose/2152-Shiangzone-Ct-95121/home/1111363,,,N,Y,37.3020736,-121.7982043
PAST SALE,October-16-2020,Single Family Residential,2737 Los Altos Dr,SAN JOSE,CA,95121,1078000,4,2.0,SAN JOSE,1716,8231,1969,190,628,,Sold,,,http://www.redfin.com/CA/San-Jose/2737-Los-Altos-Dr-95121/home/718920,MLSListings,ML81809477,N,Y,37.3079204,-121.789215
PAST SALE,October-29-2020,Mobile/Manufactured Home,1520 E Capitol Expy #201,SAN JOSE,CA,95121,288000,3,2.0,SAN JOSE,1140,,2011,177,253,,Sold,,,http://www.redfin.com/CA/San-Jose/1520-E-Capitol-Expy-95121/unit-201/home/18967459,MLSListings,ML81806042,N,Y,37.302728,-121.8132674
PAST SALE,October-8-2019,Single Family Residential,1825 Bagpipe Way,SAN JOSE,CA,95121,695000,3,1.5,SAN JOSE,910,5753,1971,564,764,,Sold,,,http://www.redfin.com/CA/San-Jose/1825-Bagpipe-Way-95121/home/969183,MLSListings,ML81760603,N,Y,37.3085602,-121.8090394
PAST SALE,November-17-2020,Single Family Residential,1760 Indigo Oak Ln,SAN JOSE,CA,95121,1725000,5,3.5,SAN JOSE,3145,5356,2002,158,548,27,Sold,,,http://www.redfin.com/CA/San-Jose/1760-Indigo-Oak-Ln-95121/home/845754,MLSListings,ML81814197,N,Y,37.2966284,-121.8012525
PAST SALE,,Single Family Residential,2161 Caleb Ct,San Jose,CA,95121,1020000,4,2.0,,1594,8011,1978,,640,,,,,http://www.redfin.com/CA/San-Jose/2161-Caleb-Ct-95121/home/1586453,,,N,Y,37.3046951,-121.7959793
PAST SALE,March-2-2021,Single Family Residential,1441 Colt Way,SAN JOSE,CA,95121,1056000,5,3.0,SAN JOSE,1936,6046,1974,53,545,,Sold,,,http://www.redfin.com/CA/San-Jose/1441-Colt-Way-95121/home/1269228,MLSListings,ML81827102,N,Y,37.3006614,-121.8110982
PAST SALE,January-13-2020,Townhouse,3480 Sugarcreek Dr,San Jose,CA,95121,655000,3,2.5,San Jose,1360,1308,1979,467,482,260,Sold,,,http://www.redfin.com/CA/San-Jose/3480-Sugarcreek-Dr-95121/home/1637229,CRMLS,PW19272567,N,Y,37.305133,-121.809627
PAST SALE,June-17-2020,Single Family Residential,2646 Media Way,SAN JOSE,CA,95125,1310000,3,2.0,SAN JOSE,1486,6195,1961,311,882,,Sold,,,http://www.redfin.com/CA/San-Jose/2646-Media-Way-95125/home/1501607,MLSListings,ML81791216,N,Y,37.2764047,-121.9048408
PAST SALE,October-8-2020,Single Family Residential,1744 Ledgewood Dr,SAN JOSE,CA,95124,1257500,3,2.0,SAN JOSE,1281,6431,1957,198,982,,Sold,,,http://www.redfin.com/CA/San-Jose/1744-Ledgewood-Dr-95124/home/947174,MLSListings,ML81809170,N,Y,37.2644302,-121.9125315
PAST SALE,July-9-2020,Single Family Residential,3178 San Luis Rey Ave,SAN JOSE,CA,95118,965000,3,2.0,SAN JOSE,1141,7412,1955,289,846,,Sold,,,http://www.redfin.com/CA/San-Jose/3178-San-Luis-Rey-Ave-95118/home/1099012,MLSListings,ML81793689,N,Y,37.2695628,-121.9004395
PAST SALE,July-6-2020,Single Family Residential,1717 Silverwood Dr,SAN JOSE,CA,95124,1300000,3,2.0,SAN JOSE,1796,6310,1957,292,724,,Sold,,,http://www.redfin.com/CA/San-Jose/1717-Silverwood-Dr-95124/home/854406,MLSListings,ML81789329,N,Y,37.2628108,-121.909153
PAST SALE,October-9-2020,Single Family Residential,1744 Balsa Ave,SAN JOSE,CA,95124,1614000,3,2.5,SAN JOSE,1890,9237,1966,197,854,,Sold,,,http://www.redfin.com/CA/San-Jose/1744-Balsa-Ave-95124/home/831599,MLSListings,ML81804958,N,Y,37.2721157,-121.9132428
PAST SALE,August-19-2019,Single Family Residential,2602 La Mirada Dr,SAN JOSE,CA,95125,1195000,4,3.0,SAN JOSE,1678,7893,1961,614,712,,Sold,,,http://www.redfin.com/CA/San-Jose/2602-La-Mirada-Dr-95125/home/1551545,MLSListings,ML81759329,N,Y,37.2769824,-121.9061745
PAST SALE,,Single Family Residential,1507 San Andreas Ave,San Jose,CA,95118,1000000,3,2.0,,1351,6750,1954,,740,,,,,http://www.redfin.com/CA/San-Jose/1507-San-Andreas-Ave-95118/home/1549466,,,N,Y,37.2727724,-121.8962603
PAST SALE,September-26-2019,Single Family Residential,1977 MARGOT Pl,SAN JOSE,CA,95125,1725000,4,2.5,SAN JOSE,2067,8960,1963,576,835,,Sold,,,http://www.redfin.com/CA/San-Jose/1977-Margot-Pl-95125/home/852150,MLSListings,ML81763731,N,Y,37.2863704,-121.9097309
PAST SALE,November-16-2020,Single Family Residential,1681 Mulberry Ln,SAN JOSE,CA,95125,2815000,5,3.0,SAN JOSE,3205,11987,1956,159,878,,Sold,,,http://www.redfin.com/CA/San-Jose/1681-Mulberry-Ln-95125/home/852940,MLSListings,ML81812573,N,Y,37.2847848,-121.9086862
PAST SALE,October-27-2020,Single Family Residential,2644 Briarwood Dr,SAN JOSE,CA,95125,1660000,4,3.0,SAN JOSE,2047,6729,1963,179,811,,Sold,,,http://www.redfin.com/CA/San-Jose/2644-Briarwood-Dr-95125/home/1624297,MLSListings,ML81810225,N,Y,37.2767443,-121.904085
PAST SALE,October-22-2020,Single Family Residential,1545 Altamont Ave,SAN JOSE,CA,95125,1427500,4,3.0,SAN JOSE,1628,9137,1964,184,877,,Sold,,,http://www.redfin.com/CA/San-Jose/1545-Altamont-Ave-95125/home/1077281,MLSListings,ML81808354,N,Y,37.2731168,-121.9001282
PAST SALE,November-14-2019,Single Family Residential,1583 Alisal Ave,SAN JOSE,CA,95125,1425000,4,2.5,SAN JOSE,1795,7885,1963,527,794,,Sold,,,http://www.redfin.com/CA/San-Jose/1583-Alisal-Ave-95125/home/853287,MLSListings,ML81772105,N,Y,37.2731729,-121.9011952
PAST SALE,May-14-2019,Single Family Residential,1538 Foxworthy Ave,SAN JOSE,CA,95118,1040000,3,1.5,SAN JOSE,1214,6773,1954,711,857,,Sold,,,http://www.redfin.com/CA/San-Jose/1538-Foxworthy-Ave-95118/home/849203,MLSListings,ML81745594,N,Y,37.2723618,-121.8988834
PAST SALE,November-24-2020,Single Family Residential,3058 Kilo Ave,SAN JOSE,CA,95124,1180000,5,2.0,SAN JOSE,1559,5270,1954,151,757,,Sold,,,http://www.redfin.com/CA/San-Jose/3058-Kilo-Ave-95124/home/1633692,MLSListings,ML81804616,N,Y,37.2682074,-121.9123537
PAST SALE,March-23-2020,Single Family Residential,1531 Hillsdale Ave,SAN JOSE,CA,95118,1285000,4,2.0,SAN JOSE,1675,6729,1954,397,767,,Sold,,,http://www.redfin.com/CA/San-Jose/1531-Hillsdale-Ave-95118/home/854446,MLSListings,ML81783141,N,Y,37.2702306,-121.8974607
PAST SALE,January-16-2020,Single Family Residential,3109 Calzar Dr,SAN JOSE,CA,95118,1355000,4,2.0,SAN JOSE,1817,5944,1953,464,746,,Sold,,,http://www.redfin.com/CA/San-Jose/3109-Calzar-Dr-95118/home/1551579,MLSListings,ML81772829,N,Y,37.2702878,-121.9026624
PAST SALE,August-23-2019,Single Family Residential,3668 Irlanda Way,SAN JOSE,CA,95124,1245000,3,2.0,SAN JOSE,1504,7535,1957,610,828,,Sold,,,http://www.redfin.com/CA/San-Jose/3668-Irlanda-Way-95124/home/855386,MLSListings,ML81752293,N,Y,37.2633871,-121.9084862
PAST SALE,,Condo/Co-op,2881 Meridian Ave #331,San Jose,CA,95124,897000,1,1.0,,971,,2007,,924,,,,,http://www.redfin.com/CA/San-Jose/2881-Meridian-Ave-95124/unit-331/home/23048861,,,N,Y,37.2720142,-121.9077526
PAST SALE,November-18-2019,Single Family Residential,1618 Koch Ln,SAN JOSE,CA,95125,1365000,4,2.5,SAN JOSE,1678,10496,1961,523,813,,Sold,,,http://www.redfin.com/CA/San-Jose/1618-Koch-Ln-95125/home/850351,MLSListings,ML81771313,N,Y,37.2734234,-121.9039961
PAST SALE,October-11-2019,Single Family Residential,2760 Meridian Ave,SAN JOSE,CA,95124,1000000,3,2.0,SAN JOSE,1629,6521,1961,561,614,,Sold,,,http://www.redfin.com/CA/San-Jose/2760-Meridian-Ave-95124/home/1334649,MLSListings,ML81767912,N,Y,37.2733415,-121.9071525
PAST SALE,October-3-2019,Single Family Residential,2645 Media Way,SAN JOSE,CA,95125,1218000,3,2.0,SAN JOSE,1296,6549,1961,569,940,,Sold,,,http://www.redfin.com/CA/San-Jose/2645-Media-Way-95125/home/850985,MLSListings,ML81763825,N,Y,37.2761937,-121.9054187
PAST SALE,June-7-2019,Single Family Residential,1641 Sweetbriar Dr,SAN JOSE,CA,95125,2105000,4,3.0,SAN JOSE,2708,7210,1964,687,777,,Sold,,,http://www.redfin.com/CA/San-Jose/1641-Sweetbriar-Dr-95125/home/852911,MLSListings,ML81749849,N,Y,37.2840482,-121.9064412
PAST SALE,August-16-2019,Single Family Residential,1970 James Pl,SAN JOSE,CA,95125,1700000,3,2.5,SAN JOSE,1842,9910,1955,617,923,,Sold,,,http://www.redfin.com/CA/San-Jose/1970-James-Pl-95125/home/853468,MLSListings,ML81759884,N,Y,37.287217,-121.9072859
PAST SALE,August-2-2019,Single Family Residential,3084 Quinto Way,SAN JOSE,CA,95124,1045000,3,2.0,SAN JOSE,1290,5175,1954,631,810,,Sold,,,http://www.redfin.com/CA/San-Jose/3084-Quinto-Way-95124/home/919009,MLSListings,ML81753070,N,Y,37.267626,-121.9139908
PAST SALE,July-10-2020,Single Family Residential,1625 Willowmont Ave,SAN JOSE,CA,95124,988000,2,1.0,SAN JOSE,1176,5789,1962,288,840,,Sold,,,http://www.redfin.com/CA/San-Jose/1625-Willowmont-Ave-95124/home/1015261,MLSListings,ML81794066,N,Y,37.2653118,-121.9039516
PAST SALE,October-29-2020,Single Family Residential,5726 San Lorenzo Dr,SAN JOSE,CA,95123,920000,4,2.0,SAN JOSE,1530,6048,1968,177,601,,Sold,,,http://www.redfin.com/CA/San-Jose/5726-San-Lorenzo-Dr-95123/home/1669351,MLSListings,ML81814660,N,Y,37.2487609,-121.8486776
PAST SALE,November-10-2020,Single Family Residential,18570 Annie Ln,SAN JOSE,CA,95120,2731000,5,3.5,SAN JOSE,4353,31956,1978,165,627,,Sold,,,http://www.redfin.com/CA/San-Jose/18570-Annie-Ln-95120/home/1608622,MLSListings,ML81814166,N,Y,37.22286,-121.8427617
PAST SALE,June-13-2019,Single Family Residential,5808 Alcazar Dr,SAN JOSE,CA,95123,960000,4,2.0,SAN JOSE,1516,6302,1965,681,633,,Sold,,,http://www.redfin.com/CA/San-Jose/5808-Alcazar-Dr-95123/home/985979,MLSListings,ML81745122,N,Y,37.2456518,-121.8434066
PAST SALE,July-9-2020,Single Family Residential,6914 Randol Creek Dr,SAN JOSE,CA,95120,1000000,3,2.0,SAN JOSE,1604,7955,1980,289,623,60,Sold,,,http://www.redfin.com/CA/San-Jose/6914-Randol-Creek-Dr-95120/home/934086,MLSListings,ML81787244,N,Y,37.209977,-121.8472
PAST SALE,November-6-2020,Single Family Residential,4841 Birmingham Dr #4841,SAN JOSE,CA,95136,1268000,4,2.5,SAN JOSE,2124,6263,1970,169,597,,Sold,,,http://www.redfin.com/CA/San-Jose/4841-Birmingham-Dr-95136/unit-4841/home/173225860,MLSListings,ML81811000,N,Y,37.2634183,-121.8469873
PAST SALE,October-19-2020,Mobile/Manufactured Home,2580 Senter Rd #573,SAN JOSE,CA,95111,250000,3,2.0,SAN JOSE,1340,,2001,187,187,,Sold,,,http://www.redfin.com/CA/San-Jose/2580-Senter-Rd-95111/unit-573/home/902579,MLSListings,ML81803404,N,Y,37.3062552,-121.8435846
PAST SALE,April-14-2020,Mobile/Manufactured Home,555 Umbarger Rnch #31,SAN JOSE,CA,95111,91000,2,2.0,SAN JOSE,1120,,1977,375,81,,Sold,,,http://www.redfin.com/CA/San-Jose/555-Umbarger-Rd-95111/unit-31/home/170981942,MLSListings,ML81785483,N,Y,37.3010619,-121.8442882
PAST SALE,August-14-2019,Single Family Residential,5689 Morton Way,SAN JOSE,CA,95123,962000,4,2.5,SAN JOSE,1852,6847,1975,619,519,,Sold,,,http://www.redfin.com/CA/San-Jose/5689-Morton-Way-95123/home/1772491,MLSListings,ML81760709,N,Y,37.2481287,-121.8504123
PAST SALE,December-31-2019,Single Family Residential,136 Agustin Navaraz,SAN JOSE,CA,95136,1055000,4,3.5,SAN JOSE,2170,2613,2019,480,486,127,Sold,,,http://www.redfin.com/CA/San-Jose/136-Agustin-Narvaez-St-95136/home/168901304,MLSListings,ML81760660,N,Y,37.2849234,-121.8501824
PAST SALE,August-16-2019,Single Family Residential,5868 Montevino Dr,SAN JOSE,CA,95123,949000,3,2.5,SAN JOSE,1777,8078,1965,617,534,,Sold,,,http://www.redfin.com/CA/San-Jose/5868-Montevino-Dr-95123/home/1490033,MLSListings,ML81761143,N,Y,37.2442608,-121.8462312
PAST SALE,October-31-2019,Single Family Residential,313 Lewis Rd,SAN JOSE,CA,95111,810000,3,3.0,SAN JOSE,1646,5944,1966,541,492,,Sold,,,http://www.redfin.com/CA/San-Jose/313-Lewis-Rd-95111/home/901317,MLSListings,ML81766513,N,Y,37.2944323,-121.8428061
PAST SALE,July-2-2019,Single Family Residential,1111 Amur Creek Ct,SAN JOSE,CA,95120,1625000,5,2.5,SAN JOSE,2713,7475,1974,662,599,,Sold,,,http://www.redfin.com/CA/San-Jose/1111-Amur-Creek-Ct-95120/home/933876,MLSListings,ML81751417,N,Y,37.2034918,-121.8426727
PAST SALE,September-23-2019,Multi-Family (2-4 Unit),5746-5748 Cahalan Ave,SAN JOSE,CA,95123,915000,4,,SAN JOSE,1800,6393,1967,579,508,,Sold,,,http://www.redfin.com/CA/San-Jose/5746-Cahalan-Ave-95123/home/1219338,MLSListings,ML81762272,N,Y,37.2474398,-121.8474321
PAST SALE,December-16-2019,Single Family Residential,725 Natoma Dr,SAN JOSE,CA,95123,1035000,3,2.5,SAN JOSE,1837,6379,1965,495,563,,Sold,,,http://www.redfin.com/CA/San-Jose/725-Natoma-Dr-95123/home/1472350,MLSListings,ML81775771,N,Y,37.2457605,-121.8451192
PAST SALE,October-24-2019,Single Family Residential,674 Alamo Dr,SAN JOSE,CA,95123,865000,4,2.0,SAN JOSE,1516,6181,1965,548,571,,Sold,,,http://www.redfin.com/CA/San-Jose/674-Alamo-Dr-95123/home/985993,MLSListings,ML81751453,N,Y,37.2466933,-121.8441406
PAST SALE,July-30-2020,Single Family Residential,6033 Salida Del Sol,SAN JOSE,CA,95123,950000,3,2.0,SAN JOSE,1510,6337,1967,268,629,,Sold,,,http://www.redfin.com/CA/San-Jose/6033-Salida-Del-Sol-95123/home/1714158,MLSListings,ML81787770,N,Y,37.2405483,-121.8483217
PAST SALE,October-14-2020,Condo/Co-op,423 Kenbrook Cir,SAN JOSE,CA,95111,573500,3,2.0,SAN JOSE,1094,,1987,192,524,312,Sold,,,http://www.redfin.com/CA/San-Jose/423-Kenbrook-Cir-95111/home/1339867,MLSListings,ML81804882,N,Y,37.287527,-121.8443
PAST SALE,November-13-2020,Single Family Residential,763 Klee Ct,SAN JOSE,CA,95123,1285000,3,2.0,SAN JOSE,2162,8190,1969,162,594,,Sold,,,http://www.redfin.com/CA/San-Jose/763-Klee-Ct-95123/home/932115,MLSListings,ML81814890,N,Y,37.2330635,-121.8435178
PAST SALE,May-13-2019,Single Family Residential,5452 Chesbro Ave,SAN JOSE,CA,95123,935000,4,2.0,SAN JOSE,1676,8723,1977,712,558,,Sold,,,http://www.redfin.com/CA/San-Jose/5452-Chesbro-Ave-95123/home/678666,MLSListings,ML81741683,N,Y,37.2540061,-121.8449857
PAST SALE,,Single Family Residential,1839 Arbor Dr,San Jose,CA,95125,1100000,3,1.0,,1050,5677,1950,,1048,,,,,http://www.redfin.com/CA/San-Jose/1839-Arbor-Dr-95125/home/1477523,,,N,Y,37.3007768,-121.8831437
PAST SALE,,Single Family Residential,1239 Madrona Ave,San Jose,CA,95125,1312500,4,2.0,,1803,6636,1953,,728,,,,,http://www.redfin.com/CA/San-Jose/1239-Madrona-Ave-95125/home/847094,,,N,Y,37.28993,-121.8931035
PAST SALE,June-26-2020,Single Family Residential,1146 Ruth Dr,SAN JOSE,CA,95125,1665000,4,2.5,SAN JOSE,2385,8800,1957,302,698,,Sold,,,http://www.redfin.com/CA/San-Jose/1146-Ruth-Dr-95125/home/1283645,MLSListings,ML81788982,N,Y,37.281222,-121.8836995
PAST SALE,April-30-2020,Single Family Residential,2280 Westgate Ave,SAN JOSE,CA,95125,965000,2,1.0,SAN JOSE,1286,8751,1941,359,750,,Sold,,,http://www.redfin.com/CA/San-Jose/2280-Westgate-Ave-95125/home/1357824,MLSListings,ML81788078,N,Y,37.2865041,-121.8939928
PAST SALE,August-28-2020,Single Family Residential,1824 Glen Una Ave,SAN JOSE,CA,95125,1600000,3,2.0,SAN JOSE,1493,5669,1939,239,1072,,Sold,,,http://www.redfin.com/CA/San-Jose/1824-Glen-Una-Ave-95125/home/612655,MLSListings,ML81801185,N,Y,37.2980098,-121.8892353
PAST SALE,August-17-2020,Townhouse,2304 Allentown Ct,SAN JOSE,CA,95125,970000,3,2.0,SAN JOSE,1319,3060,1974,250,735,523,Sold,,,http://www.redfin.com/CA/San-Jose/2304-Allentown-Ct-95125/home/802971,MLSListings,ML81796757,N,Y,37.2885542,-121.8859003
PAST SALE,January-22-2021,Single Family Residential,1163 Dean Ave,SAN JOSE,CA,95125,2600000,4,4.5,SAN JOSE,2879,6403,2020,92,903,,Sold,,,http://www.redfin.com/CA/San-Jose/1163-Dean-Ave-95125/home/1637376,MLSListings,ML81818205,N,Y,37.2984197,-121.8963937
PAST SALE,January-15-2021,Townhouse,1758 Cross Way #235,SAN JOSE,CA,95125,750000,3,2.5,SAN JOSE,1533,714,2010,99,489,328,Sold,,,http://www.redfin.com/CA/San-Jose/1758-Cross-Way-95125/unit-235/home/41395687,MLSListings,ML81815554,N,Y,37.3045849,-121.8797865
PAST SALE,August-21-2020,Single Family Residential,2301 Richland Ave,SAN JOSE,CA,95125,3030000,5,4.5,SAN JOSE,3700,10131,2019,246,819,,Sold,,,http://www.redfin.com/CA/San-Jose/2301-Richland-Ave-95125/home/785963,MLSListings,ML81778427,N,Y,37.2875733,-121.8903024
PAST SALE,June-8-2020,Single Family Residential,1498 Cherry Garden Ln,SAN JOSE,CA,95125,1360000,3,2.5,SAN JOSE,2084,8266,1962,320,653,,Sold,,,http://www.redfin.com/CA/San-Jose/1498-Cherry-Garden-Ln-95125/home/1568906,MLSListings,ML81790682,N,Y,37.2800027,-121.8957934
PAST SALE,July-28-2020,Single Family Residential,2515 Lansford Ave,SAN JOSE,CA,95125,1800000,4,3.0,SAN JOSE,1960,7840,1962,270,918,,Sold,,,http://www.redfin.com/CA/San-Jose/2515-Lansford-Ave-95125/home/1741576,MLSListings,ML81801316,N,Y,37.2823133,-121.8927923
PAST SALE,October-17-2019,Single Family Residential,2171 Parkwood Way,SAN JOSE,CA,95125,1649000,4,3.0,SAN JOSE,1570,6361,1952,555,1050,,Sold,,,http://www.redfin.com/CA/San-Jose/2171-Parkwood-Way-95125/home/853043,MLSListings,ML81770019,N,Y,37.2861514,-121.9024401
PAST SALE,,Single Family Residential,2303 Booksin Ave,San Jose,CA,95125,5025000,4,2.0,,1843,6295,1958,,2727,,,,,http://www.redfin.com/CA/San-Jose/2303-Booksin-Ave-95125/home/1478940,,,N,Y,37.281608,-121.902729
PAST SALE,,Single Family Residential,3969 Acapulco Dr,Campbell,CA,95008,1315000,4,2.0,,1675,6688,1974,,785,,,,,http://www.redfin.com/CA/Campbell/3969-Acapulco-Dr-95008/home/817508,,,N,Y,37.2813709,-121.9714169
PAST SALE,,Single Family Residential,2064 ORESTES WAY,SAN JOSE,CA,95130,1598000,4,2.0,,1558,6394,1961,,1026,,,,,http://www.redfin.com/CA/SAN-JOSE/2064-ORESTES-WAY-95130/home/1615015,,,N,Y,37.2843928,-121.9733052
PAST SALE,,Single Family Residential,4192 Valerie Dr,Campbell,CA,95008,1500000,3,2.0,,1538,7394,1969,,975,,,,,http://www.redfin.com/CA/Campbell/4192-Valerie-Dr-95008/home/626068,,,N,Y,37.2786249,-121.9761708
PAST SALE,June-18-2020,Single Family Residential,4087 Keith Dr,CAMPBELL,CA,95008,1800000,4,3.0,CAMPBELL,2612,6630,1969,310,689,,Sold,,,http://www.redfin.com/CA/Campbell/4087-Keith-Dr-95008/home/817634,MLSListings,ML81793132,N,Y,37.2786993,-121.9735495
PAST SALE,October-1-2020,Single Family Residential,1689 Castro Dr,CAMPBELL,CA,95008,1814025,4,2.0,CAMPBELL,2009,8125,1959,205,903,,Sold,,,http://www.redfin.com/CA/Campbell/1689-Castro-Dr-95008/home/1400754,MLSListings,ML81806828,N,Y,37.2904366,-121.9803061
PAST SALE,May-22-2019,Single Family Residential,636 Louise Ct,CAMPBELL,CA,95008,1430000,4,2.0,CAMPBELL,1676,6100,1961,703,853,,Sold,,,http://www.redfin.com/CA/Campbell/636-Louise-Ct-95008/home/1049649,MLSListings,ML81748210,N,Y,37.2776829,-121.9649299
