SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-24-2019,Single Family Residential,902 Mccreery Ave,SAN JOSE,CA,95116,808000,4,2.0,SAN JOSE,1263,5012,1960,701,640,,Sold,,,http://www.redfin.com/CA/San-Jose/902-McCreery-Ave-95116/home/1219124,MLSListings,ML81747523,N,Y,37.3444778,-121.8425837
PAST SALE,March-23-2020,Condo/Co-op,906 La Barbera Dr,SAN JOSE,CA,95126,623000,1,1.0,SAN JOSE,808,,1985,397,771,290,Sold,,,http://www.redfin.com/CA/San-Jose/906-La-Barbera-Dr-95126/home/1497550,MLSListings,ML81783575,N,Y,37.3089099,-121.9189367
PAST SALE,March-11-2021,Condo/Co-op,318 Morning Star Dr,San Jose,CA,95131,820000,2,2.0,North Valley,1389,1224,1997,44,590,478,Sold,,,http://www.redfin.com/CA/San-Jose/318-Morning-Star-Dr-95131/home/1276674,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40935027,N,Y,37.38691,-121.8879342
PAST SALE,July-12-2019,Condo/Co-op,1055 N Capitol Ave #75,SAN JOSE,CA,95133,527500,2,2.0,SAN JOSE,832,1039,1981,652,634,440,Sold,,,http://www.redfin.com/CA/San-Jose/1055-N-Capitol-Ave-95133/unit-75/home/1685878,MLSListings,ML81756552,N,Y,37.3835775,-121.8592127
PAST SALE,October-30-2019,Single Family Residential,2986 Stanhope Dr,SAN JOSE,CA,95121,875000,5,3.0,SAN JOSE,1676,6528,1979,542,522,,Sold,,,http://www.redfin.com/CA/San-Jose/2986-Stanhope-Dr-95121/home/891668,MLSListings,ML81766592,N,Y,37.3077493,-121.8175377
PAST SALE,May-13-2019,Single Family Residential,3351 Pepper Tree Ln,SAN JOSE,CA,95127,865000,3,2.0,SAN JOSE,1075,5048,1954,712,805,,Sold,,,http://www.redfin.com/CA/San-Jose/3351-Pepper-Tree-Ln-95127/home/1388569,MLSListings,ML81748500,N,Y,37.3867665,-121.8359113
PAST SALE,,Single Family Residential,5525 Ora St,San Jose,CA,95129,2150000,5,3.0,,2112,7028,1964,,1018,,,,,http://www.redfin.com/CA/San-Jose/5525-Ora-St-95129/home/692960,,,N,Y,37.3056164,-122.0001148
PAST SALE,November-20-2020,Townhouse,660 N Capitol Ave,SAN JOSE,CA,95133,850000,3,2.5,SAN JOSE,1409,670,2009,155,603,260,Sold,,,http://www.redfin.com/CA/San-Jose/660-N-Capitol-Ave-95133/home/23049283,MLSListings,ML81811905,N,Y,37.3775344,-121.8500494
PAST SALE,June-25-2019,Single Family Residential,2290 Lindaire Ave,SAN JOSE,CA,95128,1300000,3,2.0,SAN JOSE,1575,10581,1952,669,825,,Sold,,,http://www.redfin.com/CA/San-Jose/2290-Lindaire-Ave-95128/home/1593963,MLSListings,ML81754863,N,Y,37.308134,-121.9339117
PAST SALE,April-24-2020,Condo/Co-op,2523 Alveswood Cir,SAN JOSE,CA,95131,665000,2,2.0,SAN JOSE,1040,,1989,365,639,568,Sold,,,http://www.redfin.com/CA/San-Jose/2523-Alveswood-Cir-95131/home/1279147,MLSListings,ML81786403,N,Y,37.40393,-121.88373
PAST SALE,October-6-2020,Single Family Residential,3578 El Grande Dr,SAN JOSE,CA,95132,1275000,3,2.0,SAN JOSE,1660,12780,1964,200,768,,Sold,,,http://www.redfin.com/CA/San-Jose/3578-El-Grande-Dr-95132/home/987897,MLSListings,ML81808028,N,Y,37.3946124,-121.8314182
PAST SALE,January-29-2021,Condo/Co-op,3901 Lick Mill Blvd #220,SANTA CLARA,CA,95054,910000,2,2.0,SANTA CLARA,1148,,2005,85,793,429,Sold,,,http://www.redfin.com/CA/Santa-Clara/3901-Lick-Mill-Blvd-95054/unit-220/home/12177831,MLSListings,ML81818268,N,Y,37.3962698,-121.9427559
PAST SALE,May-31-2019,Condo/Co-op,88 Bush St #4198,SAN JOSE,CA,95126,975000,2,2.0,SAN JOSE,1275,21845,2008,694,765,467,Sold,,,http://www.redfin.com/CA/San-Jose/88-Bush-St-95126/unit-4198/home/17290934,MLSListings,ML81740652,N,Y,37.3300734,-121.9044474
PAST SALE,April-29-2019,Condo/Co-op,4165 Renaissance Dr #6,SAN JOSE,CA,95134,1015000,3,2.5,SAN JOSE,1119,,1998,726,907,434,Sold,,,http://www.redfin.com/CA/San-Jose/4165-Renaissance-Dr-95134/unit-6/home/1379546,MLSListings,ML81743450,N,Y,37.4144952,-121.9565319
PAST SALE,July-1-2019,Townhouse,2220 Summereve Ct,SAN JOSE,CA,95122,525000,2,1.5,SAN JOSE,1056,578,1985,663,497,470,Sold,,,http://www.redfin.com/CA/San-Jose/2220-Summereve-Ct-95122/home/878678,MLSListings,ML81752798,N,Y,37.318833,-121.841372
PAST SALE,December-21-2020,Single Family Residential,2195 Cunningham Ct,SAN JOSE,CA,95148,1150000,4,3.0,SAN JOSE,1746,4251,1992,124,659,,Sold,,,http://www.redfin.com/CA/San-Jose/2195-Cunningham-Ct-95148/home/1766957,MLSListings,ML81813157,N,Y,37.3408131,-121.8115533
PAST SALE,May-7-2019,Single Family Residential,1320 Zephyr Ct,SAN JOSE,CA,95127,760000,3,2.0,SAN JOSE,1241,4674,1957,718,612,,Sold,,,http://www.redfin.com/CA/San-Jose/1320-Zephyr-Ct-95127/home/1434447,MLSListings,ML81744512,N,Y,37.3506138,-121.8173152
PAST SALE,August-16-2019,Townhouse,1803 Queen Victoria Way,SAN JOSE,CA,95132,800000,4,2.5,SAN JOSE,1474,1055,1970,617,543,235,Sold,,,http://www.redfin.com/CA/San-Jose/1803-Queen-Victoria-Way-95132/home/1503891,MLSListings,ML81753865,N,Y,37.4127,-121.852216
PAST SALE,August-2-2019,Condo/Co-op,565 N 9th St,SAN JOSE,CA,95112,915000,2,2.5,SAN JOSE,1400,3277,2003,631,654,285,Sold,,,http://www.redfin.com/CA/San-Jose/565-N-9th-St-95112/home/1047806,MLSListings,ML81759266,N,Y,37.3501269,-121.8898133
PAST SALE,December-14-2020,Condo/Co-op,2177 Alum Rock Ave #222,SAN JOSE,CA,95116,495000,2,2.0,SAN JOSE,996,,2005,131,497,411,Sold,,,http://www.redfin.com/CA/San-Jose/2177-Alum-Rock-Ave-95116/unit-222/home/2125632,MLSListings,ML81810320,N,Y,37.3574602,-121.8465673
PAST SALE,December-7-2020,Single Family Residential,1466 Burrell Ct,SAN JOSE,CA,95126,1125000,2,1.0,SAN JOSE,1199,7665,1926,138,938,,Sold,,,http://www.redfin.com/CA/San-Jose/1466-Burrell-Ct-95126/home/1836690,MLSListings,ML81815321,N,Y,37.3370378,-121.9290226
PAST SALE,December-8-2020,Single Family Residential,549 S 22nd St,SAN JOSE,CA,95116,1050000,5,2.5,SAN JOSE,2250,2942,2006,137,467,117,Sold,,,http://www.redfin.com/CA/San-Jose/549-S-22nd-St-95116/home/12181965,MLSListings,ML81816846,N,Y,37.337778,-121.8640664
PAST SALE,December-20-2019,Condo/Co-op,2035 E San Antonio St,SAN JOSE,CA,95116,568888,3,2.0,SAN JOSE,1344,818,1998,491,423,340,Sold,,,http://www.redfin.com/CA/San-Jose/2035-E-San-Antonio-St-95116/home/1372961,MLSListings,ML81762694,N,Y,37.354036,-121.845479
PAST SALE,January-3-2020,Single Family Residential,1077 Bird Ave,SAN JOSE,CA,95125,1415000,3,2.5,SAN JOSE,1879,4731,1990,477,753,,Sold,,,http://www.redfin.com/CA/San-Jose/1077-Bird-Ave-95125/home/1416120,MLSListings,ML81775548,N,Y,37.3116779,-121.8971939
PAST SALE,August-10-2020,Single Family Residential,1128 Delno Ave,SAN JOSE,CA,95126,950000,2,1.0,SAN JOSE,936,3230,1938,257,1015,,Sold,,,http://www.redfin.com/CA/San-Jose/1128-Delno-Ave-95126/home/1095022,MLSListings,ML81797969,N,Y,37.3456127,-121.9272447
PAST SALE,January-30-2020,Townhouse,152 Sunol St,SAN JOSE,CA,95126,1094999,3,3.0,SAN JOSE,1584,735,2004,450,691,370,Sold,,,http://www.redfin.com/CA/San-Jose/152-Sunol-St-95126/home/1811227,MLSListings,ML81776054,N,Y,37.3276404,-121.9060987
PAST SALE,May-30-2019,Single Family Residential,937 Thackeray Ln,SAN JOSE,CA,95116,760000,4,2.0,SAN JOSE,1263,5351,1960,695,602,,Sold,,,http://www.redfin.com/CA/San-Jose/937-Thackeray-Ln-95116/home/882546,MLSListings,ML81745530,N,Y,37.3426762,-121.8438292
PAST SALE,June-25-2020,Single Family Residential,410 Pamlar Ave,SAN JOSE,CA,95128,1221250,3,2.0,SAN JOSE,1222,9095,1950,303,999,,Sold,,,http://www.redfin.com/CA/San-Jose/410-Pamlar-Ave-95128/home/725358,MLSListings,ML81792879,N,Y,37.2991019,-121.9392005
PAST SALE,June-17-2019,Condo/Co-op,1888 Piedmont Rd,SAN JOSE,CA,95132,600000,2,1.0,SAN JOSE,884,1440,1971,677,679,230,Sold,,,http://www.redfin.com/CA/San-Jose/1888-Piedmont-Rd-95132/home/934826,MLSListings,ML81737666,N,Y,37.413689,-121.854528
PAST SALE,October-28-2019,Condo/Co-op,1350 Tea Rose Cir,SAN JOSE,CA,95131,1025000,3,2.5,SAN JOSE,1790,915,1993,544,573,299,Sold,,,http://www.redfin.com/CA/San-Jose/1350-Tea-Rose-Cir-95131/home/1629734,MLSListings,ML81770127,N,Y,37.3877138,-121.8940869
PAST SALE,December-15-2020,Single Family Residential,1333 Mariposa Ave,SAN JOSE,CA,95126,1190000,3,1.0,SAN JOSE,1062,6528,1948,130,1121,,Sold,,,http://www.redfin.com/CA/San-Jose/1333-Mariposa-Ave-95126/home/1256632,MLSListings,ML81819928,N,Y,37.3270919,-121.9139366
PAST SALE,August-6-2020,Single Family Residential,51 S 16th St,SAN JOSE,CA,95112,1135000,3,2.5,SAN JOSE,1655,3095,1998,261,686,108,Sold,,,http://www.redfin.com/CA/San-Jose/51-S-16th-St-95112/home/1252941,MLSListings,ML81799099,N,Y,37.342348,-121.8747388
PAST SALE,March-26-2021,Condo/Co-op,38 N Almaden Blvd #402,SAN JOSE,CA,95110,540000,1,1.0,SAN JOSE,655,,2008,29,824,505,Sold,,,http://www.redfin.com/CA/San-Jose/38-N-Almaden-Blvd-95110/unit-402/home/17291055,MLSListings,ML81811002,N,Y,37.3347732,-121.8957045
PAST SALE,August-10-2020,Townhouse,686 Willow St,SAN JOSE,CA,95125,1020000,3,3.5,SAN JOSE,1915,1149,2003,257,533,331,Sold,,,http://www.redfin.com/CA/San-Jose/686-Willow-St-95125/home/1465457,MLSListings,ML81800535,N,Y,37.3121338,-121.8934815
PAST SALE,June-20-2019,Single Family Residential,432 N 15th St,SAN JOSE,CA,95112,1100000,3,2.0,SAN JOSE,1145,5782,1916,674,961,,Sold,,,http://www.redfin.com/CA/San-Jose/432-N-15th-St-95112/home/1104133,MLSListings,ML81753069,N,Y,37.3503801,-121.881454
PAST SALE,July-15-2019,Single Family Residential,3559 Corsica Ct,SAN JOSE,CA,95148,1998000,5,4.5,SAN JOSE,4089,6503,2004,649,489,,Sold,,,http://www.redfin.com/CA/San-Jose/3559-Corsica-Ct-95148/home/1050237,MLSListings,ML81752090,N,Y,37.3189139,-121.7665161
PAST SALE,November-6-2019,Condo/Co-op,1302 N Capitol Ave #2,SAN JOSE,CA,95132,810088,2,2.5,SAN JOSE,1450,1300,2014,535,559,210,Sold,,,http://www.redfin.com/CA/San-Jose/1302-N-Capitol-Ave-95132/unit-2/home/95955751,MLSListings,ML81769378,N,Y,37.3916832,-121.8653661
PAST SALE,February-27-2020,Condo/Co-op,88 N Jackson Ave #515,SAN JOSE,CA,95116,450000,1,1.0,SAN JOSE,720,,2006,422,625,461,Sold,,,http://www.redfin.com/CA/San-Jose/88-N-Jackson-Ave-95116/unit-515/home/17288840,MLSListings,ML81780796,N,Y,37.3612789,-121.8451921
PAST SALE,October-22-2019,Single Family Residential,2681 Flintwood Ct,SAN JOSE,CA,95148,815000,3,1.0,SAN JOSE,1120,6443,1973,550,728,,Sold,,,http://www.redfin.com/CA/San-Jose/2681-Flintwood-Ct-95148/home/1298765,MLSListings,ML81753377,N,Y,37.334519,-121.7920409
PAST SALE,June-26-2019,Townhouse,1331 Charmwood Sq,SAN JOSE,CA,95117,988000,2,2.0,SAN JOSE,1152,1440,1972,668,858,260,Sold,,,http://www.redfin.com/CA/San-Jose/1331-Charmwood-Sq-95117/home/752947,MLSListings,ML81754422,N,Y,37.300915,-121.960148
PAST SALE,March-2-2020,Condo/Co-op,144 S 3rd St #526,SAN JOSE,CA,95112,805000,2,2.0,SAN JOSE,1421,,1997,418,567,597,Sold,,,http://www.redfin.com/CA/San-Jose/144-S-3rd-St-95112/unit-526/home/1089865,MLSListings,ML81779915,N,Y,37.3346801,-121.8861555
PAST SALE,July-12-2019,Single Family Residential,553 N Baywood Ave,SAN JOSE,CA,95128,1050000,3,1.0,SAN JOSE,1134,5416,1950,652,926,,Sold,,,http://www.redfin.com/CA/San-Jose/553-N-Baywood-Ave-95128/home/1353502,MLSListings,ML81754493,N,Y,37.3276236,-121.9454668
PAST SALE,July-24-2019,Single Family Residential,1348 San Tomas Aquino Rd,SAN JOSE,CA,95130,1260000,3,2.0,SAN JOSE,1766,10466,1949,640,713,,Sold,,,http://www.redfin.com/CA/San-Jose/1348-San-Tomas-Aquino-Rd-95130/home/757079,MLSListings,ML81755589,N,Y,37.2997571,-121.9763929
PAST SALE,October-5-2020,Condo/Co-op,649 N 4th St,SAN JOSE,CA,95112,640000,2,2.5,SAN JOSE,979,,1983,201,654,200,Sold,,,http://www.redfin.com/CA/San-Jose/649-N-4th-St-95112/home/697479,MLSListings,ML81798181,N,Y,37.3494515,-121.8965715
PAST SALE,March-18-2020,Condo/Co-op,801 S Winchester Blvd #2103,SAN JOSE,CA,95128,865000,2,2.0,SAN JOSE,986,,2005,402,877,295,Sold,,,http://www.redfin.com/CA/San-Jose/801-S-Winchester-Blvd-95128/unit-2103/home/2125383,MLSListings,ML81781661,N,Y,37.312686,-121.9504662
PAST SALE,August-24-2020,Townhouse,1446 Curtiss Ave,SAN JOSE,CA,95125,950000,3,2.5,SAN JOSE,1551,2354,1979,243,613,410,Sold,,,http://www.redfin.com/CA/San-Jose/1446-Curtiss-Ave-95125/home/841112,MLSListings,ML81792679,N,Y,37.305566,-121.891968
PAST SALE,June-29-2020,Single Family Residential,2275 Pumpherston Ct,SAN JOSE,CA,95148,890000,3,2.0,SAN JOSE,1310,8161,1971,299,679,,Sold,,,http://www.redfin.com/CA/San-Jose/2275-Pumpherston-Ct-95148/home/1000834,MLSListings,ML81790554,N,Y,37.3134561,-121.799962
PAST SALE,April-8-2021,Condo/Co-op,1976 Prince George Dr,SAN JOSE,CA,95116,470000,2,1.0,SAN JOSE,704,1875,1983,16,668,336,Sold,,,http://www.redfin.com/CA/San-Jose/1976-Prince-George-Dr-95116/home/786937,MLSListings,ML81828351,N,Y,37.356602,-121.851412
PAST SALE,January-15-2021,Single Family Residential,845 E Saint James St,SAN JOSE,CA,95112,955000,2,2.0,SAN JOSE,1010,5958,1919,99,946,,Sold,,,http://www.redfin.com/CA/San-Jose/845-E-St-James-St-95112/home/1474173,MLSListings,ML81820098,N,Y,37.3473119,-121.8758956
PAST SALE,May-15-2020,Single Family Residential,1137 Cook St,SAN JOSE,CA,95126,950000,2,2.0,SAN JOSE,1098,3649,1924,344,865,,Sold,,,http://www.redfin.com/CA/San-Jose/1137-Cook-St-95126/home/828205,MLSListings,ML81789379,N,Y,37.3458757,-121.9272447
PAST SALE,May-9-2019,Single Family Residential,2540 Bailey Ave,SAN JOSE,CA,95128,1135000,2,2.0,SAN JOSE,1423,9441,1953,716,798,,Sold,,,http://www.redfin.com/CA/San-Jose/2540-Bailey-Ave-95128/home/1082320,MLSListings,ML81745572,N,Y,37.3247416,-121.9381783
PAST SALE,December-8-2020,Condo/Co-op,1412 Alma Way,SAN JOSE,CA,95125,638000,2,2.0,SAN JOSE,1071,,1984,137,596,385,Sold,,,http://www.redfin.com/CA/San-Jose/1412-Alma-Way-95125/home/570535,MLSListings,ML81817003,N,Y,37.308432,-121.885679
PAST SALE,August-9-2019,Single Family Residential,1760 Loyola Dr,SAN JOSE,CA,95122,750000,3,2.0,SAN JOSE,1040,5483,1959,624,721,,Sold,,,http://www.redfin.com/CA/San-Jose/1760-Loyola-Dr-95122/home/1109493,MLSListings,ML81758037,N,Y,37.3345122,-121.8349326
PAST SALE,May-6-2020,Single Family Residential,2733 Scottsdale Dr,SAN JOSE,CA,95148,935000,4,2.0,SAN JOSE,1554,6486,1970,353,602,,Sold,,,http://www.redfin.com/CA/San-Jose/2733-Scottsdale-Dr-95148/home/1170077,MLSListings,ML81785347,N,Y,37.3220928,-121.805235
PAST SALE,February-26-2021,Condo/Co-op,1550 Technology Dr #2070,SAN JOSE,CA,95110,687000,2,2.0,SAN JOSE,1133,1133,2005,57,606,490,Sold,,,http://www.redfin.com/CA/San-Jose/1550-Technology-Dr-95110/unit-2070/home/2122510,MLSListings,ML81828521,N,Y,37.3640995,-121.9133706
PAST SALE,October-25-2019,Single Family Residential,851 Jackson St,SAN JOSE,CA,95112,1150000,3,1.0,SAN JOSE,1336,9800,1901,547,861,,Sold,,,http://www.redfin.com/CA/San-Jose/851-Jackson-St-95112/home/695311,MLSListings,ML81768380,N,Y,37.3554024,-121.8814985
PAST SALE,December-30-2020,Condo/Co-op,2878 Buena Crest Ct,SAN JOSE,CA,95121,700000,2,2.0,SAN JOSE,843,,1988,115,830,285,Sold,,,http://www.redfin.com/CA/San-Jose/2878-Buena-Crest-Ct-95121/home/1160648,MLSListings,ML81822341,N,Y,37.298495,-121.773756
PAST SALE,August-5-2019,Condo/Co-op,2925 Florence Ave #18,SAN JOSE,CA,95127,485000,3,1.5,SAN JOSE,960,449,1964,628,505,470,Sold,,,http://www.redfin.com/CA/San-Jose/2925-Florence-Ave-95127/unit-18/home/23048723,MLSListings,ML81759901,N,Y,37.3622286,-121.8294425
PAST SALE,August-18-2020,Single Family Residential,446 Hull Ave,SAN JOSE,CA,95125,2200000,4,3.5,SAN JOSE,2992,8100,2017,249,735,,Sold,,,http://www.redfin.com/CA/San-Jose/446-Hull-Ave-95125/home/1502129,MLSListings,ML81802068,N,Y,37.3167545,-121.8943707
PAST SALE,February-9-2021,Single Family Residential,1539 Willowhaven Ct,SAN JOSE,CA,95126,1250000,3,2.0,SAN JOSE,1518,3608,1978,74,823,,Sold,,,http://www.redfin.com/CA/San-Jose/1539-Willowhaven-Ct-95126/home/1394877,MLSListings,ML81823541,N,Y,37.3067365,-121.918666
PAST SALE,March-16-2021,Single Family Residential,2478 Scott St,SAN JOSE,CA,95128,1450000,4,2.0,SAN JOSE,1634,6578,1947,39,887,,Sold,,,http://www.redfin.com/CA/San-Jose/2478-Scott-St-95128/home/1353580,MLSListings,ML81828778,N,Y,37.3196214,-121.9373339
PAST SALE,November-23-2020,Townhouse,1435 Alegria Loop,SAN JOSE,CA,95128,805000,2,2.5,SAN JOSE,1860,748,2003,152,433,445,Sold,,,http://www.redfin.com/CA/San-Jose/1435-Alegria-Loop-95128/home/1043282,MLSListings,ML81812114,N,Y,37.3007413,-121.929944
PAST SALE,July-31-2019,Single Family Residential,391 N 21st St,SAN JOSE,CA,95112,711500,2,1.0,SAN JOSE,1021,6269,1948,633,697,,Sold,,,http://www.redfin.com/CA/San-Jose/391-N-21st-St-95112/home/823151,MLSListings,ML81759772,N,Y,37.3517273,-121.8755843
PAST SALE,January-21-2021,Condo/Co-op,1060 S 3rd St #166,SAN JOSE,CA,95112,620000,2,2.0,SAN JOSE,1100,,2005,93,564,590,Sold,,,http://www.redfin.com/CA/San-Jose/1060-S-3rd-St-95112/unit-166/home/2125604,MLSListings,ML81818344,N,Y,37.322044,-121.8761187
PAST SALE,April-8-2020,Single Family Residential,1652 Tierra Buena Dr,SAN JOSE,CA,95121,700000,4,1.5,SAN JOSE,1265,5198,1963,381,553,,Sold,,,http://www.redfin.com/CA/San-Jose/1652-Tierra-Buena-Dr-95121/home/1781331,MLSListings,ML81782151,N,Y,37.3159862,-121.8219423
PAST SALE,April-30-2019,Condo/Co-op,1550 Technology Dr #3000,SAN JOSE,CA,95110,800000,2,2.0,SAN JOSE,1162,1077,2005,725,688,489,Sold,,,http://www.redfin.com/CA/San-Jose/1550-Technology-Dr-95110/unit-3000/home/2123317,MLSListings,ML81744474,N,Y,37.3632772,-121.9147088
PAST SALE,June-3-2019,Condo/Co-op,1019 Vanilla Walkway,SAN JOSE,CA,95133,1025000,3,3.5,SAN JOSE,1697,740,2012,691,604,182,Sold,,,http://www.redfin.com/CA/San-Jose/1019-Vanilla-Walkway-95133/home/44512386,MLSListings,ML81747512,N,Y,37.3799277,-121.863815
PAST SALE,May-10-2019,Single Family Residential,2512 Zachary Way,SAN JOSE,CA,95121,900000,3,2.0,SAN JOSE,1579,6035,1976,715,570,,Sold,,,http://www.redfin.com/CA/San-Jose/2512-Zachary-Way-95121/home/920703,MLSListings,ML81747448,N,Y,37.3141152,-121.8314627
PAST SALE,January-12-2021,Townhouse,4165 Renaissance Dr #1,SAN JOSE,CA,95134,880000,3,2.5,SAN JOSE,1119,838,1998,102,786,450,Sold,,,http://www.redfin.com/CA/San-Jose/4165-Renaissance-Dr-95134/unit-1/home/966312,MLSListings,ML81813055,N,Y,37.4144952,-121.9565319
PAST SALE,July-28-2020,Condo/Co-op,88 N Jackson Ave #225,SAN JOSE,CA,95116,635000,3,2.0,SAN JOSE,1200,,2006,270,529,461,Sold,,,http://www.redfin.com/CA/San-Jose/88-N-Jackson-Ave-95116/unit-225/home/17288854,MLSListings,ML81791373,N,Y,37.36166,-121.8447776
PAST SALE,June-17-2019,Single Family Residential,1138 Cook St,SAN JOSE,CA,95126,970000,2,1.0,SAN JOSE,776,3417,1924,677,1250,,Sold,,,http://www.redfin.com/CA/San-Jose/1138-Cook-St-95126/home/1294953,MLSListings,ML81751104,N,Y,37.3461303,-121.9270225
PAST SALE,March-23-2020,Condo/Co-op,1445 Fruitdale Ave #324,SAN JOSE,CA,95128,825000,2,2.0,SAN JOSE,1206,,2008,397,684,410,Sold,,,http://www.redfin.com/CA/San-Jose/1445-Fruitdale-Ave-95128/unit-324/home/23048237,MLSListings,ML81782534,N,Y,37.3113172,-121.9162433
PAST SALE,August-22-2019,Condo/Co-op,1445 Fruitdale Ave #325,SAN JOSE,CA,95128,735000,2,2.0,SAN JOSE,1193,1199,2009,611,616,401,Sold,,,http://www.redfin.com/CA/San-Jose/1445-Fruitdale-Ave-95128/unit-325/home/23048240,MLSListings,ML81750725,N,Y,37.3113172,-121.9162433
PAST SALE,March-10-2021,Single Family Residential,1433 Arnold Ave,SAN JOSE,CA,95110,1000000,3,1.0,SAN JOSE,1230,5065,1947,45,813,,Sold,,,http://www.redfin.com/CA/San-Jose/1433-Arnold-Ave-95110/home/1576819,MLSListings,ML81828744,N,Y,37.3615041,-121.9118647
PAST SALE,July-29-2019,Condo/Co-op,546 Holly Hock Ct,SAN JOSE,CA,95117,815000,2,2.5,SAN JOSE,1117,579,1985,635,730,347,Sold,,,http://www.redfin.com/CA/San-Jose/546-Holly-Hock-Ct-95117/home/754896,MLSListings,ML81741650,N,Y,37.320858,-121.963598
PAST SALE,August-5-2020,Condo/Co-op,1394 Palm St,SAN JOSE,CA,95110,550000,2,1.0,SAN JOSE,870,,1988,262,632,210,Sold,,,http://www.redfin.com/CA/San-Jose/1394-Palm-St-95110/home/1716311,MLSListings,ML81800344,N,Y,37.31195,-121.880794
PAST SALE,December-16-2020,Condo/Co-op,2463 Kimpton Ct,SAN JOSE,CA,95133,490000,1,1.0,SAN JOSE,720,,1985,129,681,294,Sold,,,http://www.redfin.com/CA/San-Jose/2463-Kimpton-Ct-95133/home/870574,MLSListings,ML81819128,N,Y,37.3748304,-121.8511684
PAST SALE,April-9-2021,Condo/Co-op,1919 Mccandless Dr,MILPITAS,CA,95035,1050000,3,3.0,MILPITAS,1512,,2014,15,694,270,Sold,,,http://www.redfin.com/CA/Milpitas/1919-McCandless-Dr-95035/home/95954689,MLSListings,ML81832727,N,Y,37.4045186,-121.8982503
PAST SALE,July-29-2019,Single Family Residential,1632 Terilyn Ave,SAN JOSE,CA,95122,750000,3,2.0,SAN JOSE,1040,4900,1959,635,721,,Sold,,,http://www.redfin.com/CA/San-Jose/1632-Terilyn-Ave-95122/home/1807325,MLSListings,ML81758196,N,Y,37.3304761,-121.8406265
PAST SALE,March-2-2021,Condo/Co-op,525 Quailbrook Ct,SAN JOSE,CA,95110,749000,2,2.0,SAN JOSE,1242,,1991,53,603,521,Sold,,,http://www.redfin.com/CA/San-Jose/525-Quailbrook-Ct-95110/home/1857057,MLSListings,ML81820103,N,Y,37.344381454,-121.9005685
PAST SALE,July-29-2020,Townhouse,2303 Mclaughlin Ave,SAN JOSE,CA,95122,520000,2,2.0,SAN JOSE,912,935,1984,269,570,320,Sold,,,http://www.redfin.com/CA/San-Jose/2303-McLaughlin-Ave-95122/home/1569591,MLSListings,ML81797172,N,Y,37.316442,-121.838137
PAST SALE,October-28-2020,Single Family Residential,2279 Newhall St,SANTA CLARA,CA,95050,1000000,3,1.0,SANTA CLARA,1092,5314,1948,178,916,,Sold,,,http://www.redfin.com/CA/Santa-Clara/2279-Newhall-St-95050/home/1592564,MLSListings,ML81795815,N,Y,37.3379046,-121.9428892
PAST SALE,November-26-2019,Townhouse,1933 Journey St,MILPITAS,CA,95035,935000,3,3.0,MILPITAS,1709,510,2015,515,547,318,Sold,,,http://www.redfin.com/CA/Milpitas/1933-Journey-St-95035/home/112869540,MLSListings,ML81771347,N,Y,37.4046655,-121.8927307
PAST SALE,February-4-2021,Single Family Residential,1702 Mount Rushmore Dr,SAN JOSE,CA,95127,1000000,3,2.5,SAN JOSE,1455,6297,1961,79,687,,Sold,,,http://www.redfin.com/CA/San-Jose/1702-Mt-Rushmore-Dr-95127/home/697352,MLSListings,ML81824058,N,Y,37.350341,-121.8035218
PAST SALE,November-11-2019,Condo/Co-op,1002 Bertolone Ct,SAN JOSE,CA,95122,580000,2,2.5,SAN JOSE,1098,1336,1991,530,528,165,Sold,,,http://www.redfin.com/CA/San-Jose/1002-Bertolone-Ct-95122/home/1779723,MLSListings,ML81770714,N,Y,37.3295839,-121.855013
PAST SALE,December-8-2020,Condo/Co-op,1480 Four Oaks Cir,SAN JOSE,CA,95131,535000,2,2.0,SAN JOSE,976,,1986,137,548,497,Sold,,,http://www.redfin.com/CA/San-Jose/1480-Four-Oaks-Cir-95131/home/690504,MLSListings,ML81815987,N,Y,37.391737,-121.871943
PAST SALE,November-25-2020,Condo/Co-op,1302 Fairway Entrance Dr,SAN JOSE,CA,95131,675000,2,2.0,SAN JOSE,988,,1987,150,683,414,Sold,,,http://www.redfin.com/CA/San-Jose/1302-Fairway-Entrance-Dr-95131/home/687294,MLSListings,ML81816385,N,Y,37.381223,-121.885588
PAST SALE,November-5-2020,Single Family Residential,1685 Messina Dr,SAN JOSE,CA,95132,1380006,3,2.0,SAN JOSE,1742,6335,1971,170,792,,Sold,,,http://www.redfin.com/CA/San-Jose/1685-Messina-Dr-95132/home/1317984,MLSListings,ML81814606,N,Y,37.4062434,-121.8590408
